                 Best                    0110        1110        2110        0120        1120        2120        0121        1121        2121        0111        1111        2111
0050_C202.txt    [2121: (2, 462)]    (3, 622)    (3, 863)    (2, 526)    (2, 595)    (3, 891)    (2, 713)    (2, 538)    (2, 480)    (2, 462)    (2, 478)    (2, 469)    (2, 478)
0050_C203.txt    [1111: (2, 469)]    (2, 814)    (3, 822)    (2, 531)    (2, 708)    (2, 895)    (2, 839)    (3, 680)    (2, 651)    (2, 597)    (2, 508)    (2, 469)    (2, 508)
0050_C204.txt    [2121: (2, 447)]    (2, 547)    (2, 901)    (2, 559)    (2, 610)    (2, 830)    (2, 655)    (2, 571)    (2, 536)    (2, 447)    (2, 516)    (2, 451)    (2, 516)
0050_C205.txt    [1111: (2, 456)]    (2, 477)    (2, 486)    (2, 477)    (2, 469)    (2, 480)    (2, 501)    (2, 650)    (2, 483)    (2, 481)    (2, 488)    (2, 456)    (2, 496)
0050_C206.txt    [1111: (2, 463)]    (2, 527)    (2, 489)    (2, 527)    (2, 494)    (2, 489)    (2, 532)    (2, 711)    (2, 482)    (2, 543)    (2, 596)    (2, 463)    (3, 583)
0050_C207.txt    [0120: (2, 493)]    (2, 573)    (2, 558)    (2, 573)    (2, 493)    (2, 502)    (2, 699)    (2, 620)    (3, 530)    (2, 617)    (2, 706)    (3, 530)    (2, 706)
0050_C208.txt    [1121: (2, 394)]    (2, 503)    (2, 473)    (2, 503)    (2, 463)    (2, 468)    (2, 497)    (2, 637)    (2, 394)    (2, 508)    (2, 543)    (2, 406)    (2, 543)
0050_R101.txt    [1121: (12, 1101)]  (13, 1292)  (12, 1251)  (12, 1244)  (13, 1248)  (13, 1298)  (12, 1271)  (14, 1329)  (12, 1101)  (13, 1267)  (14, 1345)  (12, 1116)  (14, 1270)
0050_R102.txt    [1121: (11, 1005)]  (13, 1363)  (12, 1199)  (12, 1292)  (11, 1200)  (12, 1184)  (11, 1106)  (12, 1174)  (11, 1005)  (12, 1121)  (11, 1246)  (11, 1027)  (11, 1179)
0050_R103.txt    [1121: (9, 894)]  (11, 1051)  (10, 1077)   (11, 993)   (10, 983)  (10, 1045)   (10, 963)  (10, 1040)    (9, 894)  (10, 1068)  (10, 1080)   (10, 930)  (10, 1061)
0050_R104.txt    [1111: (6, 758)]    (8, 813)    (7, 834)    (8, 813)    (7, 839)    (6, 835)    (7, 910)    (6, 827)    (6, 771)    (6, 766)    (7, 817)    (6, 758)    (7, 817)
0050_R105.txt    [2121: (9, 1119)]  (10, 1205)   (9, 1135)  (10, 1223)  (10, 1124)   (9, 1165)  (11, 1344)  (10, 1102)  (10, 1012)   (9, 1119)  (10, 1191)   (10, 989)  (11, 1175)
0050_R106.txt    [1121: (8, 871)]   (9, 1071)   (9, 1055)   (9, 1161)   (8, 1021)   (9, 1071)   (9, 1139)   (8, 1005)    (8, 871)   (8, 1072)  (10, 1179)    (8, 923)   (9, 1057)
0050_R107.txt    [1111: (7, 807)]    (7, 921)    (8, 966)   (9, 1042)    (9, 954)    (7, 928)   (8, 1010)   (8, 1001)    (8, 881)    (8, 900)  (10, 1092)    (7, 807)    (8, 941)
0050_R108.txt    [2110: (6, 760)]    (7, 812)    (6, 776)    (6, 760)    (7, 860)    (6, 810)    (7, 873)    (6, 761)    (6, 788)    (6, 764)    (7, 753)    (6, 774)    (7, 775)
0050_R109.txt    [1111: (8, 866)]   (8, 1026)    (8, 948)   (8, 1043)    (8, 978)   (8, 1004)   (9, 1108)    (8, 987)    (8, 939)   (9, 1006)   (9, 1106)    (8, 866)  (10, 1265)
0050_R110.txt    [1111: (7, 821)]   (8, 1002)    (8, 977)    (9, 992)    (7, 920)    (8, 975)   (8, 1024)   (9, 1033)    (8, 840)   (9, 1088)   (9, 1091)    (7, 821)   (9, 1002)
0050_R111.txt    [1121: (7, 840)]   (9, 1055)    (7, 984)    (8, 990)    (8, 973)    (8, 938)    (8, 969)    (7, 910)    (7, 840)    (8, 911)   (9, 1042)    (8, 937)   (9, 1068)
0050_R112.txt    [1111: (7, 752)]    (7, 949)    (7, 826)   (8, 1009)    (7, 816)    (7, 840)    (7, 959)    (7, 852)    (7, 842)    (8, 986)   (8, 1008)    (7, 752)   (9, 1070)
0050_R201.txt    [2120: (3, 1146)]   (3, 1326)   (3, 1401)   (3, 1326)   (3, 1248)   (3, 1348)   (3, 1146)   (3, 1241)   (3, 1181)   (3, 1291)   (3, 1247)   (3, 1180)   (3, 1150)
0050_R202.txt    [0121: (2, 984)]   (3, 1263)   (2, 1191)   (3, 1263)   (3, 1082)   (2, 1119)   (3, 1158)    (2, 984)   (3, 1070)   (2, 1092)   (3, 1079)   (3, 1209)   (3, 1148)
0050_R203.txt    [1121: (2, 835)]   (3, 1132)   (3, 1057)   (3, 1132)    (3, 937)   (3, 1080)   (3, 1054)    (2, 851)    (2, 835)    (2, 883)   (3, 1023)    (2, 855)   (3, 1003)
0050_R204.txt    [1121: (2, 669)]    (2, 776)    (2, 786)    (2, 776)    (2, 683)    (2, 810)    (2, 722)    (2, 673)    (2, 669)    (2, 735)    (2, 844)    (2, 723)    (2, 858)
0050_R205.txt    [0111: (2, 942)]   (2, 1091)   (2, 1136)   (2, 1091)   (2, 1037)    (2, 995)   (2, 1057)    (2, 968)   (3, 1075)    (3, 989)    (2, 942)   (3, 1176)    (2, 961)
0050_R206.txt    [0121: (2, 834)]   (3, 1033)   (2, 1143)   (3, 1033)   (2, 1004)   (2, 1098)    (2, 896)    (2, 834)   (3, 1028)    (2, 927)    (3, 961)   (2, 1052)    (3, 957)
0050_R207.txt    [2111: (2, 750)]    (2, 952)   (3, 1227)    (2, 952)    (2, 889)   (2, 1055)    (2, 947)    (2, 821)    (2, 764)    (2, 800)    (2, 829)    (2, 791)    (2, 750)
0050_R208.txt    [0121: (2, 633)]    (2, 679)    (2, 721)    (2, 679)    (2, 668)    (2, 687)    (2, 710)    (2, 633)    (2, 649)    (2, 672)    (2, 732)    (2, 667)    (2, 732)
0050_R209.txt    [0121: (2, 879)]    (2, 996)   (2, 1161)    (2, 996)    (2, 963)   (3, 1155)   (2, 1049)    (2, 879)    (2, 902)    (3, 938)    (2, 974)    (3, 923)    (3, 934)
0050_R210.txt    [1121: (2, 951)]   (3, 1063)   (2, 1074)   (3, 1063)   (3, 1041)   (2, 1034)   (2, 1079)   (2, 1005)    (2, 951)   (3, 1015)   (3, 1098)   (3, 1034)   (3, 1113)
0050_R211.txt    [1111: (2, 723)]    (2, 770)    (2, 862)    (2, 770)    (2, 864)    (2, 853)    (2, 810)    (2, 724)    (2, 754)    (2, 750)    (2, 808)    (2, 723)    (2, 808)
0050_RC101.txt   [1110: (8, 1057)]   (9, 1070)   (8, 1057)   (9, 1082)   (9, 1044)   (9, 1069)   (9, 1091)   (9, 1126)  (10, 1123)  (10, 1129)  (10, 1264)  (10, 1117)  (10, 1169)
0050_RC102.txt   [1111: (8, 951)]    (9, 954)   (9, 1063)    (9, 952)   (8, 1022)   (9, 1085)    (9, 951)   (8, 1032)    (8, 962)    (8, 991)   (9, 1232)    (8, 951)   (9, 1074)
0050_RC103.txt   [2121: (7, 828)]    (8, 910)   (9, 1052)    (8, 910)    (7, 905)    (7, 874)    (9, 938)    (7, 872)    (7, 855)    (7, 828)   (8, 1121)    (7, 902)    (7, 911)
0050_RC104.txt   [2121: (5, 583)]    (7, 745)    (7, 709)    (7, 745)    (7, 730)    (7, 709)    (7, 730)    (6, 620)    (7, 697)    (5, 583)    (7, 892)    (7, 697)    (7, 727)
0050_RC105.txt   [0120: (8, 938)]  (10, 1023)  (10, 1153)  (10, 1023)    (8, 938)   (9, 1016)    (9, 977)  (10, 1424)   (9, 1028)  (10, 1163)   (9, 1119)  (10, 1046)    (9, 993)
0050_RC106.txt   [0120: (7, 884)]    (8, 958)    (8, 956)    (8, 958)    (7, 884)    (7, 916)    (8, 970)    (8, 979)   (8, 1012)   (9, 1173)   (8, 1051)    (8, 957)   (9, 1079)
0050_RC107.txt   [1111: (7, 746)]    (7, 831)    (8, 995)    (7, 802)    (7, 851)    (8, 939)   (8, 1052)    (7, 860)    (7, 835)    (8, 951)    (7, 966)    (7, 746)    (7, 918)
0050_RC108.txt   [0121: (6, 638)]    (6, 745)    (7, 757)    (6, 745)    (6, 714)    (7, 785)    (7, 920)    (6, 638)    (6, 716)    (7, 794)    (6, 680)    (6, 702)    (7, 744)
0050_RC201.txt   [1110: (3, 1293)]   (3, 1541)   (3, 1293)   (3, 1541)   (3, 1414)   (3, 1401)   (3, 1400)   (3, 1450)   (3, 1391)   (3, 1367)   (4, 1503)   (3, 1373)   (3, 1380)
0050_RC202.txt   [0110: (2, 1080)]   (2, 1080)   (3, 1232)   (2, 1080)   (3, 1224)   (3, 1146)   (3, 1224)   (3, 1228)   (3, 1196)   (3, 1423)   (3, 1381)   (3, 1188)   (4, 1383)
0050_RC203.txt   [2111: (2, 993)]   (3, 1014)   (3, 1071)   (3, 1014)   (3, 1305)   (3, 1036)   (3, 1305)   (3, 1191)   (3, 1044)   (3, 1247)   (3, 1007)    (3, 931)    (2, 993)
0050_RC204.txt   [2121: (2, 669)]    (2, 813)    (2, 760)    (2, 813)    (2, 765)    (2, 750)    (2, 765)    (2, 937)    (2, 761)    (2, 669)    (2, 803)    (2, 760)    (2, 873)
0050_RC205.txt   [1121: (3, 1216)]   (3, 1417)   (3, 1320)   (3, 1417)   (3, 1355)   (3, 1230)   (3, 1384)   (3, 1378)   (3, 1216)   (3, 1367)   (4, 1457)   (3, 1252)   (3, 1337)
0050_RC206.txt   [0120: (2, 920)]   (3, 1147)   (2, 1014)   (3, 1147)    (2, 920)   (2, 1038)   (3, 1153)   (3, 1142)   (3, 1100)    (3, 932)   (2, 1080)   (3, 1202)   (3, 1054)
0050_RC207.txt   [0120: (2, 920)]   (2, 1060)   (2, 1051)    (2, 926)    (2, 920)   (2, 1026)   (3, 1080)   (3, 1138)   (3, 1012)    (3, 956)   (3, 1183)   (3, 1050)    (3, 963)
0050_RC208.txt   [1121: (2, 676)]    (2, 822)    (2, 873)    (2, 805)    (2, 967)   (2, 1015)    (2, 967)    (2, 828)    (2, 676)    (2, 701)    (2, 923)    (2, 700)    (2, 841)
                                            2           2           1           6           0           1           5          16           6           2          13           2
