                 Best                    0110        1110        2110        0120        1120        2120        0121        1121        2121        0111        1111        2111
0025_R102.txt    [2111: (7, 663)]    (7, 713)    (7, 748)    (7, 696)    (7, 696)    (7, 758)    (7, 697)    (7, 684)    (7, 721)    (7, 680)    (7, 715)    (7, 691)    (7, 663)
0025_R103.txt    [2111: (4, 490)]    (6, 646)    (5, 648)    (6, 553)    (6, 629)    (5, 618)    (5, 603)    (6, 558)    (5, 576)    (6, 560)    (7, 637)    (5, 556)    (4, 490)
0025_R104.txt    [0111: (5, 548)]    (5, 562)    (5, 620)    (5, 562)    (5, 590)    (5, 589)    (5, 572)    (5, 552)    (5, 569)    (6, 548)    (5, 548)    (5, 555)    (5, 548)
0025_R105.txt    [0111: (6, 564)]    (6, 619)    (6, 669)    (6, 629)    (6, 617)    (6, 649)    (6, 635)    (6, 619)    (6, 593)    (7, 583)    (6, 564)    (6, 564)    (7, 636)
0025_R106.txt    [1121: (5, 543)]    (5, 622)    (5, 656)    (5, 581)    (5, 580)    (5, 581)    (5, 570)    (5, 589)    (5, 543)    (6, 645)    (5, 596)    (5, 589)    (5, 630)
0025_R107.txt    [2121: (4, 513)]    (4, 514)    (4, 540)    (4, 544)    (5, 598)    (4, 524)    (6, 626)    (4, 514)    (5, 559)    (4, 513)    (4, 572)    (5, 540)    (4, 518)
0025_R108.txt    [1121: (4, 450)]    (4, 555)    (5, 562)    (4, 555)    (5, 569)    (4, 470)    (4, 502)    (4, 478)    (4, 450)    (4, 478)    (4, 534)    (4, 580)    (4, 490)
0025_R109.txt    [0121: (5, 507)]    (5, 585)    (5, 558)    (5, 585)    (5, 518)    (5, 553)    (5, 581)    (5, 507)    (5, 523)    (5, 527)    (5, 584)    (5, 547)    (5, 525)
0025_R110.txt    [1121: (4, 472)]    (5, 590)    (5, 527)    (5, 576)    (5, 564)    (5, 550)    (5, 600)    (5, 553)    (4, 472)    (5, 535)    (5, 596)    (5, 502)    (5, 548)
0025_R111.txt    [0121: (4, 512)]    (5, 698)    (5, 533)    (5, 698)    (5, 545)    (4, 542)    (5, 600)    (4, 512)    (5, 564)    (5, 556)    (5, 591)    (5, 648)    (4, 556)
0025_R112.txt    [1111: (4, 468)]    (4, 525)    (4, 510)    (4, 525)    (4, 481)    (4, 503)    (4, 513)    (4, 479)    (4, 471)    (4, 528)    (4, 504)    (4, 468)    (4, 574)
0025_R201.txt    [1121: (2, 598)]    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 684)    (2, 598)    (2, 734)    (2, 719)    (2, 713)    (2, 701)
0025_R202.txt    [0121: (2, 610)]    (2, 747)    (2, 725)    (2, 747)    (2, 738)    (2, 725)    (2, 722)    (2, 610)    (2, 709)    (2, 615)    (2, 631)    (2, 715)    (2, 657)
0025_R203.txt    [0121: (2, 575)]    (2, 613)    (2, 730)    (2, 648)    (2, 667)    (2, 691)    (2, 640)    (2, 575)    (2, 608)    (2, 575)    (2, 576)    (2, 629)    (2, 587)
0025_R204.txt    [2121: (2, 453)]    (2, 524)    (2, 576)    (2, 524)    (2, 532)    (2, 576)    (2, 523)    (2, 488)    (2, 544)    (2, 453)    (2, 535)    (2, 527)    (2, 535)
0025_R205.txt    [0120: (1, 592)]    (1, 592)    (1, 606)    (1, 592)    (1, 592)    (1, 606)    (1, 592)    (2, 512)    (2, 561)    (2, 543)    (2, 604)    (2, 595)    (2, 604)
0025_R206.txt    [0111: (1, 533)]    (1, 553)    (1, 559)    (1, 553)    (1, 572)    (1, 565)    (1, 569)    (2, 491)    (2, 494)    (2, 491)    (1, 533)    (2, 644)    (2, 568)
0025_R207.txt    [1121: (1, 462)]    (1, 508)    (2, 596)    (1, 544)    (2, 575)    (2, 618)    (1, 580)    (2, 458)    (1, 462)    (2, 458)    (2, 539)    (1, 526)    (2, 507)
0025_R208.txt    [2121: (1, 383)]    (2, 525)    (1, 571)    (2, 525)    (1, 489)    (1, 504)    (2, 568)    (1, 387)    (1, 434)    (1, 383)    (1, 512)    (1, 508)    (1, 512)
0025_R209.txt    [0120: (1, 508)]    (1, 526)    (1, 526)    (1, 526)    (1, 508)    (1, 508)    (1, 508)    (2, 461)    (2, 478)    (2, 483)    (2, 489)    (2, 563)    (2, 554)
0025_R210.txt    [0121: (2, 520)]    (2, 614)    (2, 641)    (2, 614)    (2, 618)    (2, 617)    (2, 618)    (2, 520)    (2, 528)    (2, 653)    (2, 665)    (2, 652)    (2, 654)
0025_R211.txt    [0111: (1, 448)]    (1, 510)    (1, 510)    (1, 510)    (1, 462)    (1, 462)    (1, 462)    (1, 453)    (1, 455)    (2, 488)    (1, 448)    (1, 482)    (1, 479)
0025_RC101.txt   [0120: (4, 482)]    (4, 488)    (5, 520)    (4, 488)    (4, 482)    (5, 516)    (4, 484)    (5, 589)    (5, 542)    (5, 531)    (5, 580)    (5, 542)    (5, 559)
0025_RC102.txt   [1111: (3, 355)]    (3, 389)    (3, 366)    (3, 389)    (3, 397)    (3, 366)    (3, 397)    (4, 414)    (3, 361)    (4, 414)    (4, 471)    (3, 355)    (4, 449)
0025_RC103.txt   [1111: (3, 334)]    (3, 390)    (3, 364)    (3, 390)    (3, 402)    (3, 364)    (3, 403)    (3, 343)    (3, 342)    (3, 338)    (3, 370)    (3, 334)    (3, 373)
0025_RC104.txt   [1111: (3, 311)]    (4, 476)    (4, 448)    (4, 476)    (4, 484)    (4, 448)    (4, 484)    (3, 345)    (3, 315)    (3, 324)    (3, 336)    (3, 311)    (3, 345)
0025_RC105.txt   [1120: (4, 434)]    (4, 434)    (5, 506)    (4, 434)    (4, 473)    (4, 434)    (4, 473)    (6, 702)    (5, 522)    (6, 555)    (5, 579)    (6, 553)    (5, 505)
0025_RC106.txt   [0110: (3, 363)]    (3, 363)    (3, 368)    (3, 363)    (3, 378)    (3, 382)    (3, 371)    (4, 419)    (4, 436)    (4, 436)    (4, 466)    (4, 436)    (4, 438)
0025_RC107.txt   [2121: (3, 319)]    (3, 336)    (3, 333)    (3, 330)    (4, 432)    (4, 400)    (4, 561)    (4, 538)    (4, 407)    (3, 319)    (3, 320)    (4, 383)    (3, 348)
0025_RC108.txt   [0121: (3, 301)]    (3, 321)    (3, 326)    (3, 321)    (3, 325)    (3, 325)    (3, 328)    (3, 301)    (3, 347)    (3, 308)    (3, 358)    (3, 347)    (3, 303)
0025_RC201.txt   [0121: (2, 530)]    (2, 698)    (2, 832)    (2, 698)    (2, 698)    (2, 832)    (2, 698)    (2, 530)    (2, 645)    (2, 786)    (2, 543)    (2, 659)    (2, 768)
0025_RC202.txt   [0111: (2, 537)]    (2, 582)    (2, 994)    (2, 582)    (2, 678)    (2, 777)    (2, 678)    (2, 541)    (2, 730)    (2, 552)    (2, 537)    (2, 721)    (2, 537)
0025_RC203.txt   [1111: (1, 479)]    (1, 494)    (2, 725)    (1, 494)    (2, 620)    (2, 725)    (2, 620)    (2, 490)    (1, 526)    (2, 485)    (2, 494)    (1, 479)    (2, 494)
0025_RC204.txt   [2121: (1, 349)]    (2, 517)    (2, 758)    (2, 517)    (2, 520)    (2, 758)    (2, 520)    (1, 435)    (1, 525)    (1, 349)    (1, 428)    (1, 525)    (1, 428)
0025_RC205.txt   [0121: (2, 610)]    (2, 639)    (2, 808)    (2, 639)    (2, 772)    (2, 805)    (2, 772)    (2, 610)    (2, 616)    (2, 616)    (2, 625)    (2, 620)    (2, 615)
0025_RC206.txt   [1110: (1, 580)]    (2, 606)    (1, 580)    (2, 606)    (2, 606)    (1, 580)    (2, 606)    (2, 547)    (2, 557)    (2, 635)    (2, 541)    (2, 555)    (2, 635)
0025_RC207.txt   [1121: (2, 540)]    (2, 548)    (2, 737)    (2, 548)    (2, 658)    (2, 679)    (2, 658)    (2, 662)    (2, 540)    (2, 548)    (2, 591)    (2, 550)    (2, 564)
0025_RC208.txt   [1111: (1, 323)]    (1, 411)    (2, 528)    (1, 411)    (2, 482)    (2, 524)    (2, 482)    (1, 332)    (1, 330)    (1, 344)    (2, 435)    (1, 323)    (2, 435)
                                            2           2           0           8           1           0           9          11           5           7           8           3
