                 Best                    0110        1110        2110        0120        1120        2120        0121        1121        2121        0111        1111        2111
0025_R101.txt    [2120: (8, 745)]    (8, 775)    (9, 819)    (8, 763)    (8, 809)    (9, 806)    (8, 745)   (10, 909)   (10, 958)   (10, 968)  (10, 1016)  (10, 1016)  (10, 1008)
0025_R102.txt    [1110: (8, 788)]    (8, 788)    (8, 788)    (8, 788)    (8, 797)    (8, 892)    (8, 797)    (8, 990)   (9, 1135)   (8, 1045)   (9, 1101)   (9, 1101)   (9, 1090)
0025_R103.txt    [1120: (5, 689)]    (7, 751)    (6, 715)    (7, 751)    (6, 699)    (5, 689)    (6, 699)   (8, 1066)   (8, 1133)    (7, 952)   (8, 1039)   (8, 1039)   (9, 1125)
0025_R104.txt    [1120: (5, 581)]    (7, 723)    (5, 581)    (7, 723)    (7, 723)    (5, 581)    (7, 723)   (8, 1076)   (7, 1104)   (8, 1093)   (6, 1042)   (6, 1042)   (8, 1114)
0025_R105.txt    [1120: (7, 737)]    (7, 760)    (7, 775)    (7, 791)    (8, 838)    (7, 737)    (7, 791)    (8, 941)    (7, 960)    (8, 981)    (8, 994)    (8, 994)    (8, 973)
0025_R106.txt    [1110: (6, 655)]    (6, 691)    (6, 655)    (6, 691)    (6, 732)    (6, 719)    (6, 732)   (7, 1031)   (7, 1050)   (8, 1085)   (8, 1097)   (8, 1097)   (7, 1027)
0025_R107.txt    [1110: (5, 656)]    (5, 685)    (5, 656)    (5, 685)    (6, 716)    (5, 694)    (6, 716)   (7, 1014)   (8, 1149)   (8, 1217)   (8, 1081)   (8, 1081)   (8, 1108)
0025_R108.txt    [2120: (4, 606)]    (5, 608)    (5, 536)    (5, 608)    (4, 606)    (5, 593)    (4, 606)   (7, 1132)   (6, 1101)   (7, 1083)   (6, 1091)   (6, 1091)   (7, 1158)
0025_R109.txt    [2120: (5, 610)]    (5, 663)    (5, 711)    (5, 660)    (5, 622)    (6, 691)    (5, 610)   (8, 1131)   (7, 1032)   (8, 1091)   (7, 1026)   (7, 1026)   (8, 1058)
0025_R110.txt    [2110: (5, 621)]    (5, 621)    (5, 629)    (5, 621)    (5, 675)    (5, 701)    (5, 675)   (7, 1018)   (7, 1030)   (8, 1093)   (7, 1052)   (7, 1052)   (7, 1060)
0025_R111.txt    [2120: (5, 641)]    (5, 663)    (5, 692)    (5, 663)    (5, 641)    (5, 686)    (5, 641)   (7, 1030)   (8, 1060)   (7, 1086)   (7, 1073)   (7, 1073)   (7, 1040)
0025_R112.txt    [1120: (4, 518)]    (4, 582)    (4, 553)    (4, 582)    (4, 550)    (4, 518)    (4, 550)   (6, 1006)   (6, 1043)   (7, 1048)   (6, 1022)   (6, 1022)   (7, 1100)
0025_R201.txt    [2120: (2, 712)]    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 934)    (3, 980)    (3, 980)    (2, 935)    (2, 935)    (2, 935)
0025_R202.txt    [2120: (2, 713)]    (2, 713)    (2, 713)    (2, 713)    (2, 713)    (2, 713)    (2, 713)    (2, 968)    (2, 973)    (2, 973)   (2, 1002)   (2, 1002)   (2, 1002)
0025_R203.txt    [2120: (2, 710)]    (2, 724)    (2, 724)    (2, 724)    (2, 710)    (2, 710)    (2, 710)   (2, 1179)   (2, 1179)   (2, 1179)   (2, 1115)   (2, 1115)   (2, 1129)
0025_R204.txt    [2110: (2, 554)]    (2, 554)    (2, 554)    (2, 554)    (2, 556)    (2, 556)    (2, 556)   (2, 1098)   (2, 1098)   (2, 1081)   (2, 1169)   (2, 1169)   (2, 1174)
0025_R205.txt    [2120: (1, 565)]    (1, 591)    (1, 591)    (1, 591)    (1, 565)    (1, 565)    (1, 565)   (2, 1006)   (2, 1006)   (2, 1006)   (2, 1051)   (2, 1051)    (2, 981)
0025_R206.txt    [2120: (1, 545)]    (1, 545)    (1, 545)    (1, 545)    (1, 545)    (1, 545)    (1, 545)   (2, 1128)   (2, 1128)   (2, 1128)   (2, 1126)   (2, 1126)   (2, 1138)
0025_R207.txt    [2120: (1, 526)]    (2, 598)    (2, 598)    (2, 598)    (1, 526)    (1, 526)    (1, 526)   (2, 1122)   (2, 1117)   (2, 1117)   (2, 1133)   (2, 1133)   (2, 1133)
0025_R208.txt    [2110: (1, 528)]    (1, 528)    (1, 528)    (1, 528)    (2, 555)    (2, 555)    (2, 555)   (2, 1172)   (2, 1171)   (2, 1150)   (2, 1136)   (2, 1136)   (2, 1136)
0025_R209.txt    [2120: (1, 493)]    (1, 493)    (1, 493)    (1, 493)    (1, 493)    (1, 493)    (1, 493)   (2, 1089)   (2, 1063)   (2, 1089)   (2, 1080)   (2, 1080)   (2, 1064)
0025_R210.txt    [2110: (2, 720)]    (2, 720)    (2, 720)    (2, 720)    (2, 770)    (2, 770)    (2, 770)    (2, 996)    (2, 996)    (2, 972)   (2, 1109)   (2, 1109)   (2, 1109)
0025_R211.txt    [2110: (1, 481)]    (1, 481)    (1, 481)    (1, 481)    (1, 553)    (1, 553)    (1, 553)   (2, 1055)   (2, 1068)   (2, 1055)   (2, 1113)   (2, 1113)   (2, 1113)
0025_RC101.txt   [2120: (5, 542)]    (5, 542)    (6, 770)    (5, 542)    (5, 542)    (6, 770)    (5, 542)   (9, 1122)   (7, 1006)   (8, 1062)   (8, 1110)   (8, 1110)    (7, 989)
0025_RC102.txt   [2110: (4, 479)]    (4, 479)    (5, 625)    (4, 479)    (4, 515)    (5, 676)    (4, 515)   (8, 1269)   (9, 1369)   (7, 1166)   (9, 1268)   (9, 1268)   (7, 1109)
0025_RC103.txt   [2110: (4, 474)]    (4, 474)    (4, 569)    (4, 474)    (4, 485)    (5, 674)    (4, 485)   (8, 1433)   (7, 1175)   (8, 1352)   (7, 1251)   (7, 1251)   (8, 1324)
0025_RC104.txt   [0110: (3, 398)]    (3, 398)    (3, 448)    (3, 398)    (4, 450)    (5, 643)    (4, 450)   (8, 1436)   (7, 1313)   (8, 1412)   (7, 1227)   (7, 1227)   (8, 1335)
0025_RC105.txt   [2110: (5, 526)]    (5, 526)    (5, 588)    (5, 526)    (5, 575)    (5, 575)    (5, 540)   (9, 1363)   (8, 1174)   (8, 1152)   (8, 1200)   (8, 1200)   (8, 1203)
0025_RC106.txt   [2120: (3, 367)]    (3, 371)    (4, 501)    (3, 371)    (3, 367)    (4, 497)    (3, 367)   (6, 1020)   (7, 1108)   (8, 1198)   (7, 1139)   (7, 1139)   (8, 1302)
0025_RC107.txt   [1120: (3, 309)]    (3, 325)    (3, 325)    (3, 325)    (3, 312)    (3, 309)    (3, 312)   (8, 1454)   (8, 1275)   (7, 1248)   (7, 1236)   (7, 1236)   (7, 1160)
0025_RC108.txt   [1110: (3, 353)]    (3, 391)    (3, 353)    (3, 391)    (3, 404)    (3, 354)    (3, 404)   (7, 1306)   (7, 1171)   (8, 1349)   (7, 1236)   (7, 1236)   (7, 1163)
0025_RC201.txt   [2120: (2, 776)]    (2, 779)    (2, 779)    (2, 779)    (2, 776)    (2, 776)    (2, 776)   (3, 1341)   (2, 1161)   (3, 1306)   (3, 1337)   (3, 1337)   (3, 1349)
0025_RC202.txt   [2110: (2, 619)]    (2, 619)    (2, 619)    (2, 619)    (2, 655)    (2, 655)    (2, 655)   (3, 1371)   (3, 1332)   (3, 1328)   (2, 1126)   (2, 1126)   (3, 1245)
0025_RC203.txt   [2120: (1, 490)]    (2, 617)    (2, 617)    (2, 617)    (1, 490)    (1, 490)    (1, 490)   (2, 1305)   (2, 1305)   (2, 1299)   (2, 1332)   (2, 1332)   (3, 1410)
0025_RC204.txt   [2120: (2, 508)]    (2, 522)    (2, 522)    (2, 522)    (2, 508)    (2, 508)    (2, 508)   (2, 1292)   (3, 1364)   (3, 1364)   (2, 1389)   (2, 1389)   (2, 1383)
0025_RC205.txt   [2110: (2, 724)]    (2, 724)    (2, 724)    (2, 724)    (2, 826)    (2, 826)    (2, 826)   (3, 1313)   (3, 1320)   (3, 1312)   (3, 1311)   (3, 1311)   (3, 1293)
0025_RC206.txt   [2110: (1, 606)]    (1, 606)    (1, 606)    (1, 606)    (2, 697)    (2, 697)    (2, 697)   (3, 1317)   (3, 1367)   (3, 1317)   (2, 1346)   (2, 1346)   (3, 1363)
0025_RC207.txt   [2110: (2, 531)]    (2, 531)    (2, 531)    (2, 531)    (2, 686)    (2, 686)    (2, 686)   (2, 1271)   (2, 1271)   (3, 1359)   (3, 1485)   (3, 1485)   (3, 1499)
0025_RC208.txt   [2110: (1, 417)]    (1, 417)    (1, 417)    (1, 417)    (1, 424)    (1, 424)    (1, 424)   (2, 1286)   (2, 1284)   (2, 1285)   (2, 1383)   (2, 1383)   (3, 1415)
                                            1           7          20           0           5          22           0           0           1           0           0           0
