                 Best                    0110        1110        2110        0120        1120        2120        0121        1121        2121        0111        1111        2111
0050_R101.txt    [2120: (13, 1355)]  (15, 1474)  (15, 1564)  (15, 1452)  (13, 1367)  (14, 1485)  (13, 1355)  (16, 1850)  (18, 1945)  (18, 2070)  (19, 2159)  (19, 2159)  (18, 2005)
0025_R209.txt    [0110: (1, 493)]    (1, 493)    (1, 493)    (1, 493)    (1, 493)    (1, 493)    (1, 493)   (2, 1089)   (2, 1063)   (2, 1089)   (2, 1080)   (2, 1080)   (2, 1064)
0025_C204.txt    [0121: (1, 750)]    (2, 317)    (2, 317)    (2, 317)    (2, 315)    (2, 315)    (2, 315)    (1, 750)    (1, 750)    (1, 750)    (1, 750)    (1, 750)    (1, 750)
0050_RC104.txt   [0110: (6, 681)]    (6, 681)    (7, 855)    (6, 682)    (6, 685)   (7, 1049)    (6, 686)  (14, 2656)  (15, 2936)  (15, 2880)  (17, 3126)  (17, 3126)  (15, 2855)
0050_C108.txt    [0120: (5, 477)]    (5, 481)    (6, 833)    (5, 481)    (5, 477)    (6, 813)    (5, 477)   (7, 1712)   (7, 1765)   (8, 1728)   (7, 1807)   (7, 1807)   (8, 1811)
0050_R105.txt    [1110: (11, 1297)]  (11, 1352)  (11, 1297)  (11, 1324)  (11, 1320)  (11, 1298)  (11, 1324)  (15, 2087)  (15, 2021)  (16, 2038)  (16, 2100)  (16, 2100)  (15, 2038)
0050_R111.txt    [1120: (8, 1055)]   (9, 1113)  (10, 1165)  (10, 1196)   (9, 1103)   (8, 1055)   (9, 1103)  (14, 2239)  (14, 2242)  (14, 2170)  (13, 2260)  (13, 2260)  (13, 2203)
0050_R110.txt    [1120: (8, 1057)]   (9, 1156)   (8, 1078)   (9, 1116)   (9, 1260)   (8, 1057)   (9, 1260)  (13, 2060)  (13, 2164)  (13, 2106)  (14, 2221)  (14, 2221)  (14, 2236)
0050_R104.txt    [0110: (8, 976)]    (8, 976)  (10, 1110)    (8, 976)   (8, 1075)   (8, 1009)   (8, 1075)  (13, 2198)  (15, 2413)  (13, 2204)  (14, 2487)  (14, 2487)  (14, 2327)
0050_C109.txt    [0110: (5, 533)]    (5, 533)    (5, 759)    (5, 533)    (5, 533)    (5, 851)    (5, 533)   (7, 1759)   (7, 1746)   (7, 1678)   (7, 1852)   (7, 1852)   (7, 1846)
0050_RC105.txt   [1110: (10, 1199)]  (10, 1263)  (10, 1199)  (10, 1263)  (10, 1407)  (10, 1480)  (10, 1407)  (15, 2537)  (17, 2626)  (19, 2972)  (16, 2410)  (16, 2410)  (18, 2786)
0025_C205.txt    [0110: (1, 322)]    (1, 322)    (1, 322)    (1, 322)    (1, 322)    (1, 322)    (1, 322)    (2, 455)    (2, 455)    (2, 455)    (2, 477)    (2, 477)    (2, 477)
0025_R208.txt    [0110: (1, 528)]    (1, 528)    (1, 528)    (1, 528)    (2, 555)    (2, 555)    (2, 555)   (2, 1172)   (2, 1171)   (2, 1150)   (2, 1136)   (2, 1136)   (2, 1136)
0025_C207.txt    [0110: (1, 336)]    (1, 336)    (1, 336)    (1, 336)    (1, 375)    (1, 375)    (1, 375)    (2, 577)    (2, 577)    (2, 577)    (2, 590)    (2, 590)    (2, 590)
0050_RC107.txt   [0120: (7, 812)]    (8, 931)    (7, 863)    (8, 931)    (7, 812)   (8, 1154)    (7, 812)  (15, 2750)  (15, 2732)  (17, 2997)  (14, 2495)  (14, 2495)  (16, 2750)
0050_R112.txt    [1120: (7, 867)]    (7, 973)    (7, 981)    (7, 973)    (7, 926)    (7, 867)    (7, 926)  (13, 2265)  (13, 2163)  (13, 2177)  (14, 2309)  (14, 2309)  (13, 2262)
0050_R106.txt    [1110: (10, 1256)]  (11, 1251)  (10, 1256)  (11, 1251)  (10, 1305)  (10, 1264)  (10, 1305)  (15, 2255)  (13, 2013)  (16, 2275)  (15, 2182)  (15, 2182)  (15, 2230)
0050_R107.txt    [1120: (8, 1037)]  (10, 1148)   (8, 1061)   (9, 1038)  (10, 1239)   (8, 1037)  (10, 1237)  (15, 2359)  (13, 2206)  (14, 2165)  (14, 2268)  (14, 2268)  (13, 2175)
0050_RC106.txt   [1110: (7, 980)]   (8, 1069)    (7, 980)   (8, 1069)   (8, 1096)   (9, 1281)   (8, 1096)  (14, 2477)  (15, 2608)  (16, 2734)  (16, 2731)  (16, 2731)  (17, 2837)
0025_C206.txt    [0110: (2, 318)]    (2, 318)    (2, 318)    (2, 318)    (2, 318)    (2, 318)    (2, 318)    (2, 542)    (2, 542)    (2, 542)    (2, 552)    (2, 552)    (2, 552)
0025_R206.txt    [0110: (1, 545)]    (1, 545)    (1, 545)    (1, 545)    (1, 545)    (1, 545)    (1, 545)   (2, 1128)   (2, 1128)   (2, 1128)   (2, 1126)   (2, 1126)   (2, 1138)
0025_RC201.txt   [0120: (2, 776)]    (2, 779)    (2, 779)    (2, 779)    (2, 776)    (2, 776)    (2, 776)   (3, 1341)   (2, 1161)   (3, 1306)   (3, 1337)   (3, 1337)   (3, 1349)
0050_C107.txt    [0110: (5, 466)]    (5, 466)    (6, 877)    (5, 466)    (5, 466)    (6, 877)    (5, 466)   (7, 1589)   (7, 1655)   (7, 1626)   (8, 1804)   (8, 1804)   (7, 1820)
0050_C106.txt    [0110: (5, 469)]    (5, 469)    (6, 851)    (5, 469)    (5, 469)    (6, 851)    (5, 469)   (8, 1706)   (8, 1535)   (8, 1590)   (8, 1603)   (8, 1603)   (8, 1631)
0025_R207.txt    [0120: (1, 526)]    (2, 598)    (2, 598)    (2, 598)    (1, 526)    (1, 526)    (1, 526)   (2, 1122)   (2, 1117)   (2, 1117)   (2, 1133)   (2, 1133)   (2, 1133)
0025_R211.txt    [0110: (1, 481)]    (1, 481)    (1, 481)    (1, 481)    (1, 553)    (1, 553)    (1, 553)   (2, 1055)   (2, 1068)   (2, 1055)   (2, 1113)   (2, 1113)   (2, 1113)
0025_R205.txt    [0120: (1, 565)]    (1, 591)    (1, 591)    (1, 591)    (1, 565)    (1, 565)    (1, 565)   (2, 1006)   (2, 1006)   (2, 1006)   (2, 1051)   (2, 1051)    (2, 981)
0025_C208.txt    [0110: (1, 277)]    (1, 277)    (1, 277)    (1, 277)    (1, 277)    (1, 277)    (1, 277)    (2, 561)    (2, 561)    (2, 561)    (2, 646)    (2, 646)    (2, 646)
0050_RC108.txt   [1110: (6, 775)]    (6, 788)    (6, 775)    (6, 788)   (8, 1017)   (8, 1033)   (8, 1017)  (16, 3022)  (13, 2428)  (15, 2858)  (14, 2588)  (14, 2588)  (16, 2803)
0050_C104.txt    [0120: (5, 529)]    (5, 588)    (6, 775)    (5, 588)    (5, 529)    (5, 896)    (5, 622)   (6, 1694)   (6, 1711)   (6, 1716)   (6, 1896)   (6, 1896)   (6, 1915)
0025_RC202.txt   [0110: (2, 619)]    (2, 619)    (2, 619)    (2, 619)    (2, 655)    (2, 655)    (2, 655)   (3, 1371)   (3, 1332)   (3, 1328)   (2, 1126)   (2, 1126)   (3, 1245)
0050_R109.txt    [1110: (9, 1154)]  (10, 1210)   (9, 1154)  (10, 1210)   (9, 1197)  (10, 1168)   (9, 1206)  (13, 2001)  (14, 2117)  (14, 2110)  (14, 2129)  (14, 2129)  (14, 2114)
0050_R108.txt    [1110: (8, 1003)]   (8, 1025)   (8, 1003)   (8, 1025)   (8, 1045)   (8, 1020)   (8, 1045)  (13, 2232)  (13, 2280)  (13, 2195)  (13, 2409)  (13, 2409)  (13, 2298)
0050_C105.txt    [0110: (5, 469)]    (5, 469)    (7, 900)    (5, 469)    (5, 469)    (7, 900)    (5, 469)   (8, 1667)   (7, 1593)   (8, 1721)   (7, 1731)   (7, 1731)   (8, 1681)
0025_RC203.txt   [0120: (1, 490)]    (2, 617)    (2, 617)    (2, 617)    (1, 490)    (1, 490)    (1, 490)   (2, 1305)   (2, 1305)   (2, 1299)   (2, 1332)   (2, 1332)   (3, 1410)
0025_R204.txt    [0110: (2, 554)]    (2, 554)    (2, 554)    (2, 554)    (2, 556)    (2, 556)    (2, 556)   (2, 1098)   (2, 1098)   (2, 1081)   (2, 1169)   (2, 1169)   (2, 1174)
0025_R210.txt    [0110: (2, 720)]    (2, 720)    (2, 720)    (2, 720)    (2, 770)    (2, 770)    (2, 770)    (2, 996)    (2, 996)    (2, 972)   (2, 1109)   (2, 1109)   (2, 1109)
0025_RC207.txt   [0110: (2, 531)]    (2, 531)    (2, 531)    (2, 531)    (2, 686)    (2, 686)    (2, 686)   (2, 1271)   (2, 1271)   (3, 1359)   (3, 1485)   (3, 1485)   (3, 1499)
0050_C101.txt    [0110: (5, 494)]    (5, 494)    (7, 956)    (5, 494)    (5, 494)    (7, 956)    (5, 494)   (8, 1574)   (8, 1630)   (8, 1657)   (8, 1659)   (8, 1659)   (7, 1524)
0025_RC206.txt   [0110: (1, 606)]    (1, 606)    (1, 606)    (1, 606)    (2, 697)    (2, 697)    (2, 697)   (3, 1317)   (3, 1367)   (3, 1317)   (2, 1346)   (2, 1346)   (3, 1363)
0025_R201.txt    [0110: (2, 712)]    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 712)    (2, 934)    (3, 980)    (3, 980)    (2, 935)    (2, 935)    (2, 935)
0025_R203.txt    [0120: (2, 710)]    (2, 724)    (2, 724)    (2, 724)    (2, 710)    (2, 710)    (2, 710)   (2, 1179)   (2, 1179)   (2, 1179)   (2, 1115)   (2, 1115)   (2, 1129)
0050_C102.txt    [0110: (6, 609)]    (6, 609)    (7, 923)    (6, 609)    (6, 747)    (7, 944)    (6, 747)   (7, 1484)   (7, 1521)   (8, 1715)   (8, 1703)   (8, 1703)   (8, 1684)
0025_RC204.txt   [0120: (2, 508)]    (2, 522)    (2, 522)    (2, 522)    (2, 508)    (2, 508)    (2, 508)   (2, 1292)   (3, 1364)   (3, 1364)   (2, 1389)   (2, 1389)   (2, 1383)
0050_C103.txt    [0110: (6, 707)]    (6, 707)    (6, 872)    (6, 707)    (6, 732)    (6, 837)    (6, 732)   (7, 1699)   (6, 1646)   (7, 1699)   (7, 1837)   (7, 1837)   (7, 1849)
0025_RC205.txt   [0110: (2, 724)]    (2, 724)    (2, 724)    (2, 724)    (2, 826)    (2, 826)    (2, 826)   (3, 1313)   (3, 1320)   (3, 1312)   (3, 1311)   (3, 1311)   (3, 1293)
0025_R202.txt    [0110: (2, 713)]    (2, 713)    (2, 713)    (2, 713)    (2, 713)    (2, 713)    (2, 713)    (2, 968)    (2, 973)    (2, 973)   (2, 1002)   (2, 1002)   (2, 1002)
0050_C206.txt    [0110: (2, 623)]    (2, 623)    (2, 750)    (2, 623)    (2, 632)    (2, 632)    (2, 632)   (3, 1794)   (3, 1715)   (3, 1794)   (3, 1846)   (3, 1846)   (3, 1846)
0025_R107.txt    [1110: (5, 656)]    (5, 685)    (5, 656)    (5, 685)    (6, 716)    (5, 694)    (6, 716)   (7, 1014)   (8, 1149)   (8, 1217)   (8, 1081)   (8, 1081)   (8, 1108)
0025_R106.txt    [1110: (6, 655)]    (6, 691)    (6, 655)    (6, 691)    (6, 732)    (6, 719)    (6, 732)   (7, 1031)   (7, 1050)   (8, 1085)   (8, 1097)   (8, 1097)   (7, 1027)
0025_R112.txt    [1120: (4, 518)]    (4, 582)    (4, 553)    (4, 582)    (4, 550)    (4, 518)    (4, 550)   (6, 1006)   (6, 1043)   (7, 1048)   (6, 1022)   (6, 1022)   (7, 1100)
0050_C207.txt    [0110: (2, 705)]    (2, 705)    (2, 705)    (2, 705)    (3, 933)    (3, 933)    (3, 933)   (3, 1780)   (3, 1806)   (3, 1790)   (3, 2013)   (3, 2013)   (3, 1990)
0025_RC101.txt   [0110: (5, 542)]    (5, 542)    (6, 770)    (5, 542)    (5, 542)    (6, 770)    (5, 542)   (9, 1122)   (7, 1006)   (8, 1062)   (8, 1110)   (8, 1110)    (7, 989)
0025_RC103.txt   [0110: (4, 474)]    (4, 474)    (4, 569)    (4, 474)    (4, 485)    (5, 674)    (4, 485)   (8, 1433)   (7, 1175)   (8, 1352)   (7, 1251)   (7, 1251)   (8, 1324)
0050_C205.txt    [0110: (2, 593)]    (2, 593)    (2, 593)    (2, 593)    (2, 623)    (2, 623)    (2, 623)   (3, 1542)   (3, 1549)   (3, 1532)   (3, 1629)   (3, 1629)   (3, 1589)
0050_R208.txt    [1110: (2, 791)]    (2, 810)    (2, 791)    (2, 810)    (2, 856)    (2, 831)    (2, 856)   (4, 2422)   (4, 2503)   (4, 2505)   (3, 2449)   (3, 2449)   (4, 2528)
0025_R104.txt    [1110: (5, 581)]    (7, 723)    (5, 581)    (7, 723)    (7, 723)    (5, 581)    (7, 723)   (8, 1076)   (7, 1104)   (8, 1093)   (6, 1042)   (6, 1042)   (8, 1114)
0025_R110.txt    [0110: (5, 621)]    (5, 621)    (5, 629)    (5, 621)    (5, 675)    (5, 701)    (5, 675)   (7, 1018)   (7, 1030)   (8, 1093)   (7, 1052)   (7, 1052)   (7, 1060)
0025_C109.txt    [0110: (3, 307)]    (3, 307)    (3, 314)    (3, 307)    (3, 309)    (3, 315)    (3, 309)    (3, 551)    (3, 566)    (3, 551)    (3, 586)    (3, 586)    (3, 624)
0025_C108.txt    [1110: (3, 271)]    (3, 288)    (3, 271)    (3, 288)    (3, 325)    (3, 289)    (3, 325)    (3, 483)    (3, 449)    (3, 487)    (4, 692)    (4, 692)    (4, 657)
0025_R111.txt    [0120: (5, 641)]    (5, 663)    (5, 692)    (5, 663)    (5, 641)    (5, 686)    (5, 641)   (7, 1030)   (8, 1060)   (7, 1086)   (7, 1073)   (7, 1073)   (7, 1040)
0025_R105.txt    [1120: (7, 737)]    (7, 760)    (7, 775)    (7, 791)    (8, 838)    (7, 737)    (7, 791)    (8, 941)    (7, 960)    (8, 981)    (8, 994)    (8, 994)    (8, 973)
0050_R209.txt    [0110: (2, 1024)]   (2, 1024)   (2, 1122)   (2, 1024)   (2, 1140)   (2, 1202)   (2, 1140)   (3, 2100)   (4, 2141)   (4, 2270)   (4, 2403)   (4, 2403)   (4, 2439)
0025_RC102.txt   [0110: (4, 479)]    (4, 479)    (5, 625)    (4, 479)    (4, 515)    (5, 676)    (4, 515)   (8, 1269)   (9, 1369)   (7, 1166)   (9, 1268)   (9, 1268)   (7, 1109)
0050_C204.txt    [0110: (2, 661)]    (2, 661)    (2, 806)    (2, 661)    (2, 733)    (2, 795)    (2, 733)   (2, 1831)   (3, 1874)   (3, 1832)   (3, 2070)   (3, 2070)   (3, 2099)
0050_RC208.txt   [1120: (2, 808)]    (2, 826)    (2, 810)    (2, 826)    (2, 824)    (2, 808)    (2, 824)   (5, 3616)   (5, 3655)   (5, 3459)   (5, 3719)   (5, 3719)   (5, 3758)
0025_RC106.txt   [0120: (3, 367)]    (3, 371)    (4, 501)    (3, 371)    (3, 367)    (4, 497)    (3, 367)   (6, 1020)   (7, 1108)   (8, 1198)   (7, 1139)   (7, 1139)   (8, 1302)
0025_R101.txt    [2120: (8, 745)]    (8, 775)    (9, 819)    (8, 763)    (8, 809)    (9, 806)    (8, 745)   (10, 909)   (10, 958)   (10, 968)  (10, 1016)  (10, 1016)  (10, 1008)
0050_C201.txt    [0110: (2, 445)]    (2, 445)    (2, 445)    (2, 445)    (2, 445)    (2, 445)    (2, 445)   (3, 1370)   (3, 1375)   (3, 1375)   (3, 1543)   (3, 1543)   (3, 1520)
0025_RC107.txt   [1120: (3, 309)]    (3, 325)    (3, 325)    (3, 325)    (3, 312)    (3, 309)    (3, 312)   (8, 1454)   (8, 1275)   (7, 1248)   (7, 1236)   (7, 1236)   (7, 1160)
0025_RC105.txt   [0110: (5, 526)]    (5, 526)    (5, 588)    (5, 526)    (5, 575)    (5, 575)    (5, 540)   (9, 1363)   (8, 1174)   (8, 1152)   (8, 1200)   (8, 1200)   (8, 1203)
0050_C203.txt    [0120: (2, 796)]    (2, 847)    (2, 847)    (2, 847)    (2, 796)    (2, 904)    (2, 796)   (3, 1614)   (3, 1609)   (3, 1614)   (3, 1900)   (3, 1900)   (3, 1851)
0025_R102.txt    [1110: (8, 788)]    (8, 788)    (8, 788)    (8, 788)    (8, 797)    (8, 892)    (8, 797)    (8, 990)   (9, 1135)   (8, 1045)   (9, 1101)   (9, 1101)   (9, 1090)
0025_R103.txt    [1120: (5, 689)]    (7, 751)    (6, 715)    (7, 751)    (6, 699)    (5, 689)    (6, 699)   (8, 1066)   (8, 1133)    (7, 952)   (8, 1039)   (8, 1039)   (9, 1125)
0025_RC104.txt   [0110: (3, 398)]    (3, 398)    (3, 448)    (3, 398)    (4, 450)    (5, 643)    (4, 450)   (8, 1436)   (7, 1313)   (8, 1412)   (7, 1227)   (7, 1227)   (8, 1335)
0050_C202.txt    [0110: (3, 717)]    (3, 717)    (3, 717)    (3, 717)    (3, 795)    (3, 795)    (3, 795)   (3, 1593)   (3, 1551)   (3, 1593)   (3, 1630)   (3, 1630)   (3, 1630)
                                           57          22           1          16          12           3           1           0           0           0           0           0
