                          Best                     0,0         1,0         2,0         3,0       0,0.1       1,0.1       2,0.1       3,0.1       0,0.2       1,0.2       2,0.2       3,0.2       0,0.3       1,0.3       2,0.3       3,0.3       0,0.4       1,0.4       2,0.4       3,0.4
0025_0100_R111_CTW_SC.txt [3,0.2: (6, 653)]    (8, 696)    (8, 656)    (7, 709)    (7, 628)    (8, 732)    (7, 661)    (7, 660)    (7, 632)   (10, 763)    (8, 688)    (8, 688)    (6, 653)    (7, 717)    (7, 640)    (7, 636)    (7, 636)    (8, 766)    (7, 698)    (7, 621)    (8, 753)
0025_0100_R112_CTW_SC.txt [3,0.1: (5, 461)]    (7, 583)    (7, 617)    (6, 524)    (5, 466)    (6, 607)    (6, 605)    (6, 535)    (5, 461)    (6, 646)    (7, 657)    (5, 533)    (5, 534)    (6, 651)    (6, 629)    (6, 620)    (5, 511)    (6, 597)    (6, 660)    (7, 719)    (6, 651)
0025_0100_R201_CTW_SC.txt [1,0.1: (2, 571)]    (3, 781)    (2, 730)    (3, 677)    (2, 681)    (2, 668)    (2, 571)    (3, 703)    (3, 674)    (2, 769)    (2, 670)    (2, 601)    (2, 646)    (2, 712)    (2, 582)    (2, 659)    (2, 666)    (2, 676)    (2, 637)    (2, 645)    (2, 652)
0025_0100_R202_CTW_SC.txt [3,0: (2, 624)]     (3, 782)    (3, 762)    (2, 625)    (2, 624)    (2, 683)    (3, 777)    (2, 641)    (2, 658)    (2, 836)    (2, 731)    (2, 711)    (3, 689)    (2, 731)    (2, 704)    (2, 702)    (2, 677)    (2, 713)    (2, 726)    (2, 716)    (2, 716)
0025_0100_R203_CTW_SC.txt [2,0: (2, 483)]     (3, 753)    (3, 589)    (2, 483)    (2, 508)    (3, 704)    (3, 693)    (2, 540)    (2, 545)    (2, 779)    (3, 678)    (2, 528)    (2, 526)    (2, 676)    (3, 620)    (3, 710)    (2, 573)    (2, 693)    (2, 686)    (2, 681)    (2, 580)
0025_0100_R204_CTW_SC.txt [2,0: (2, 413)]     (3, 736)    (2, 441)    (2, 413)    (2, 421)    (3, 693)    (2, 489)    (2, 496)    (2, 499)    (2, 543)    (2, 492)    (2, 561)    (2, 503)    (2, 511)    (2, 518)    (2, 591)    (2, 564)    (2, 568)    (2, 522)    (2, 512)    (2, 537)
0025_0100_R205_CTW_SC.txt [1,0.2: (2, 471)]    (2, 720)    (3, 680)    (2, 578)    (2, 600)    (2, 768)    (2, 640)    (2, 556)    (2, 561)    (2, 747)    (2, 471)    (2, 554)    (2, 602)    (2, 529)    (2, 522)    (2, 493)    (2, 547)    (2, 562)    (2, 595)    (2, 564)    (2, 572)
0025_0100_R206_CTW_SC.txt [3,0.1: (2, 462)]    (2, 662)    (2, 600)    (2, 621)    (2, 570)    (2, 722)    (2, 608)    (2, 631)    (2, 462)    (2, 569)    (2, 597)    (2, 487)    (2, 581)    (2, 575)    (2, 576)    (2, 602)    (2, 582)    (2, 655)    (2, 570)    (2, 584)    (2, 570)
0025_0100_R207_CTW_SC.txt [3,0.3: (2, 477)]    (2, 635)    (2, 576)    (2, 579)    (2, 531)    (2, 559)    (2, 622)    (2, 549)    (2, 544)    (2, 593)    (2, 488)    (2, 599)    (2, 481)    (2, 661)    (2, 586)    (2, 503)    (2, 477)    (2, 637)    (2, 620)    (2, 576)    (2, 553)
0025_0100_R208_CTW_SC.txt [0,0.2: (2, 420)]    (2, 590)    (2, 616)    (2, 456)    (2, 468)    (2, 616)    (2, 482)    (2, 477)    (2, 447)    (2, 420)    (2, 420)    (2, 504)    (2, 475)    (2, 503)    (2, 509)    (2, 464)    (2, 494)    (2, 497)    (2, 518)    (2, 518)    (2, 548)
0025_0100_R209_CTW_SC.txt [1,0.1: (2, 508)]    (3, 796)    (2, 567)    (2, 555)    (2, 537)    (2, 589)    (2, 508)    (2, 674)    (2, 595)    (2, 676)    (2, 691)    (2, 608)    (2, 588)    (2, 602)    (2, 628)    (2, 652)    (2, 612)    (2, 629)    (2, 661)    (2, 628)    (2, 604)
0025_0100_R210_CTW_SC.txt [3,0: (2, 537)]     (3, 688)    (2, 643)    (2, 579)    (2, 537)    (2, 657)    (2, 576)    (2, 570)    (2, 554)    (2, 660)    (2, 644)    (2, 560)    (2, 603)    (2, 651)    (2, 580)    (2, 581)    (2, 614)    (3, 667)    (3, 669)    (2, 726)    (2, 663)
0025_0100_R211_CTW_SC.txt [1,0.1: (2, 408)]    (2, 643)    (2, 429)    (2, 673)    (2, 427)    (2, 579)    (2, 408)    (2, 465)    (2, 449)    (2, 615)    (2, 453)    (2, 482)    (2, 521)    (2, 559)    (2, 537)    (2, 545)    (2, 540)    (2, 698)    (2, 602)    (2, 609)    (2, 624)
0025_0100_RC101_CTW_SC.txt[0,0.2: (5, 412)]    (7, 598)    (7, 571)    (6, 505)    (6, 504)    (6, 512)    (6, 458)    (5, 444)    (5, 454)    (5, 412)    (5, 413)    (5, 419)    (5, 459)    (5, 482)    (5, 413)    (5, 413)    (6, 527)    (5, 482)    (5, 413)    (6, 527)    (6, 527)
0025_0100_RC102_CTW_SC.txt[1,0.1: (5, 451)]    (9, 780)    (9, 780)    (6, 539)    (5, 473)    (6, 524)    (5, 451)    (5, 499)    (5, 480)    (6, 513)    (6, 495)    (6, 535)    (5, 492)    (5, 456)    (5, 459)    (5, 500)    (5, 500)    (5, 489)    (7, 656)    (6, 560)    (6, 567)
0025_0100_RC103_CTW_SC.txt[1,0.1: (4, 367)]    (6, 535)    (6, 571)    (5, 471)    (5, 507)    (6, 512)    (4, 367)    (6, 529)    (6, 493)    (4, 446)    (4, 433)    (4, 420)    (4, 437)    (5, 462)    (6, 527)    (6, 517)    (5, 496)    (5, 459)    (5, 459)    (6, 587)    (5, 480)
0025_0100_RC104_CTW_SC.txt[2,0.1: (4, 410)]    (6, 593)    (6, 526)    (5, 495)    (5, 449)    (4, 439)    (5, 513)    (4, 410)    (4, 410)    (5, 545)    (6, 599)    (6, 599)    (5, 500)    (5, 581)    (5, 556)    (5, 556)    (5, 556)    (6, 628)    (5, 480)    (5, 479)    (5, 482)
0025_0100_RC105_CTW_SC.txt[2,0.4: (4, 390)]    (7, 642)    (6, 542)    (5, 472)    (6, 601)    (6, 544)    (5, 436)    (5, 431)    (5, 505)    (5, 496)    (5, 503)    (5, 503)    (5, 456)    (6, 611)    (6, 624)    (5, 453)    (5, 453)    (6, 524)    (5, 491)    (4, 390)    (4, 390)
0025_0100_RC106_CTW_SC.txt[1,0.1: (4, 390)]    (6, 589)    (6, 558)    (5, 515)    (5, 435)    (5, 485)    (4, 390)    (5, 465)    (5, 520)    (6, 558)    (5, 521)    (5, 540)    (6, 557)    (6, 569)    (5, 482)    (5, 471)    (5, 449)    (6, 552)    (6, 508)    (6, 497)    (6, 497)
0025_0100_RC107_CTW_SC.txt[1,0.1: (4, 334)]    (6, 555)    (6, 586)    (6, 571)    (6, 604)    (4, 377)    (4, 334)    (4, 344)    (4, 424)    (5, 437)    (5, 475)    (4, 378)    (4, 383)    (5, 438)    (5, 438)    (5, 439)    (4, 380)    (5, 438)    (5, 438)    (5, 439)    (4, 380)
0025_0100_RC108_CTW_SC.txt[3,0: (4, 345)]     (5, 463)    (5, 436)    (4, 410)    (4, 345)    (4, 421)    (4, 428)    (4, 418)    (4, 465)    (4, 452)    (4, 421)    (4, 471)    (4, 463)    (4, 450)    (4, 423)    (4, 461)    (4, 465)    (4, 416)    (4, 383)    (4, 383)    (4, 454)
0025_0100_RC201_CTW_SC.txt[0,0: (2, 549)]     (2, 549)    (2, 563)    (2, 638)    (2, 651)    (2, 713)    (2, 706)    (2, 626)    (2, 583)    (2, 852)    (2, 720)    (2, 651)    (2, 556)    (2, 603)    (2, 805)    (2, 817)    (2, 817)    (2, 703)    (2, 690)    (2, 596)    (2, 653)
0025_0100_RC202_CTW_SC.txt[0,0.4: (2, 485)]    (2, 635)    (2, 622)    (2, 556)    (2, 557)    (2, 609)    (2, 629)    (2, 632)    (2, 585)    (2, 501)    (2, 552)    (2, 550)    (2, 565)    (2, 579)    (2, 591)    (2, 591)    (2, 561)    (2, 485)    (2, 608)    (2, 608)    (2, 611)
0025_0100_RC203_CTW_SC.txt[3,0.1: (1, 388)]    (2, 476)    (1, 427)    (2, 482)    (1, 435)    (1, 450)    (1, 407)    (1, 397)    (1, 388)    (2, 511)    (2, 524)    (1, 469)    (1, 444)    (2, 594)    (2, 660)    (2, 594)    (1, 462)    (2, 534)    (2, 534)    (2, 547)    (2, 548)
0025_0100_RC204_CTW_SC.txt[1,0.1: (1, 367)]    (2, 540)    (2, 547)    (2, 536)    (2, 486)    (1, 385)    (1, 367)    (1, 367)    (1, 434)    (1, 384)    (1, 383)    (1, 383)    (1, 381)    (1, 379)    (1, 389)    (1, 377)    (1, 377)    (1, 465)    (1, 465)    (1, 384)    (1, 389)
0025_0100_RC205_CTW_SC.txt[3,0.1: (1, 519)]    (3, 628)    (2, 499)    (2, 519)    (2, 479)    (2, 516)    (2, 562)    (2, 609)    (1, 519)    (2, 669)    (2, 515)    (2, 528)    (2, 527)    (2, 591)    (2, 582)    (2, 613)    (2, 604)    (2, 569)    (2, 619)    (2, 619)    (2, 619)
0025_0100_RC206_CTW_SC.txt[2,0.1: (1, 382)]    (2, 530)    (2, 587)    (2, 572)    (2, 459)    (2, 477)    (2, 453)    (1, 382)    (1, 451)    (2, 534)    (2, 536)    (1, 463)    (2, 534)    (2, 567)    (2, 540)    (2, 540)    (2, 546)    (2, 541)    (2, 541)    (2, 541)    (2, 541)
0025_0100_RC207_CTW_SC.txt[2,0: (2, 439)]     (2, 557)    (2, 519)    (2, 439)    (2, 580)    (2, 565)    (2, 533)    (2, 545)    (2, 513)    (2, 675)    (2, 538)    (2, 562)    (2, 756)    (2, 565)    (2, 570)    (2, 689)    (2, 696)    (2, 535)    (2, 535)    (2, 528)    (2, 540)
0025_0100_RC208_CTW_SC.txt[3,0: (1, 320)]     (2, 385)    (1, 387)    (2, 379)    (1, 320)    (1, 346)    (1, 326)    (1, 328)    (1, 325)    (2, 556)    (1, 463)    (1, 382)    (2, 498)    (1, 350)    (1, 375)    (1, 375)    (1, 392)    (2, 538)    (2, 538)    (2, 538)    (2, 538)
                                                     1           0           3           6           0           8           3           7           2           1           1           2           0           0           0           2           1           0           1           1
